"unique_moving_id","study_id","location_id","moving_time_start","moving_time_end","moving_day_of_week","moving_time_of_day","moving_count_surveyor","moving_conditions","moving_microclimate","moving_temperature","moving_row_id","moving_row_total","moving_male","moving_male_mobility_assist","moving_female","moving_female_mobility_assist","moving_other_unsure","moving_other_unsure_mobility_assist","moving_total_mobility_assist","moving_groupsize_1","moving_groupsize_2","moving_groupsize_3","moving_groupsize_4","moving_groupsize_5","moving_groupsize_6","moving_groupsize_7","moving_groupsize_8","moving_groupsize_9","moving_groupsize_10+","moving_0-4","moving_5-14","moving_15-24","moving_25-44","moving_45-64","moving_65+","moving_25_64","moving_pedestrian","moving_micromobility","moving_bicycling","moving_motorized","moving_supported","moving_notes"
"1747","2019_Yesler_Crescent","PIO17","2019 May 22 08:00:00 AM","2019 May 22 08:10:00 AM","Wednesday","Morning","SDOT",,,,"3","17",,,,,,,,,,,,,,,,,,"0","0","0","14","3","0",,,,,,,
"1757","2019_Yesler_Crescent","PIO12","2019 May 22 07:58:00 AM","2019 May 22 08:08:00 AM","Wednesday","Morning","SDOT",,,,"3","30",,,,,,,,,,,,,,,,,,"0","0","0","18","12","0",,,,,,,
"1740","2019_Yesler_Crescent","PIO14","2019 May 22 07:56:00 AM","2019 May 22 08:06:00 AM","Wednesday","Morning","SDOT",,,,"2","71","35","1","35","0","0","0","1",,,,,,,,,,,,,,,,,,,,,,,
"1764","2019_Yesler_Crescent","PIO1","2019 May 22 07:51:00 AM","2019 May 22 08:01:00 AM","Wednesday","Morning","SDOT",,,,"3","12",,,,,,,,,,,,,,,,,,"0","0","0","11","1","0",,,,,,,
"1730","2019_Yesler_Crescent","PIO7","2019 May 22 07:51:00 AM","2019 May 22 08:01:00 AM","Wednesday","Morning","SDOT",,,,"2","39","24","2","12","0","1","0","2",,,,,,,,,,,,,,,,,,,,,,,
"1736","2019_Yesler_Crescent","PIO8","2019 May 22 07:50:00 AM","2019 May 22 08:00:00 AM","Wednesday","Morning","SDOT",,,,"2","29","19","0","10","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,
"1744","2019_Yesler_Crescent","PIO18","2019 May 22 07:47:00 AM","2019 May 22 07:57:00 AM","Wednesday","Morning","SDOT",,,,"2","32","19","0","13","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,
"1885","2019_Yesler_Crescent","PIO5","2019 May 22 07:41:00 AM","2019 May 22 07:51:00 AM","Wednesday","Morning","SDOT",,,,"3","51",,,,,,,,,,,,,,,,,,"0","0","3","38","10","0",,,,,,,
"1735","2019_Yesler_Crescent","PIO8","2019 May 22 07:39:00 AM","2019 May 22 07:49:00 AM","Wednesday","Morning","SDOT",,,,"3","26",,,,,,,,,,,,,,,,,,"0","0","0","15","9","2",,,,,,,
"1729","2019_Yesler_Crescent","PIO7","2019 May 22 07:37:00 AM","2019 May 22 07:47:00 AM","Wednesday","Morning","SDOT",,,,"3","45",,,,,,,,,,,,,,,,,,"0","0","3","30","12","0",,,,,,,
"1743","2019_Yesler_Crescent","PIO18","2019 May 22 07:35:00 AM","2019 May 22 07:45:00 AM","Wednesday","Morning","SDOT",,,,"3","32",,,,,,,,,,,,,,,,,,"0","0","0","17","15","0",,,,,,,
"1739","2019_Yesler_Crescent","PIO14","2019 May 22 07:33:00 AM","2019 May 22 07:43:00 AM","Wednesday","Morning","SDOT",,,,"3","23",,,,,,,,,,,,,,,,,,"0","0","3","14","5","1",,,,,,,
"2175","2019_University_District","UNI3","2019 Jan 10 05:07:00 PM","2019 Jan 10 05:17:00 PM","Weekday","Evening","SDOT","roadwork/construction","light clouds","51","2","15","12",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2191","2019_University_District","UNI5","2019 Jan 10 05:07:00 PM","2019 Jan 10 05:17:00 PM","Weekday","Evening","SDOT","roadwork/construction","light clouds","51","2","3","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2174","2019_University_District","UNI3","2019 Jan 10 04:57:00 PM","2019 Jan 10 05:07:00 PM","Weekday","Evening","SDOT","roadwork/construction","light clouds","51","1","26",,,,,,,,"17","3","1",,,,,,,,,,,,,,,,,,,,
"2190","2019_University_District","UNI5","2019 Jan 10 04:57:00 PM","2019 Jan 10 05:07:00 PM","Weekday","Evening","SDOT","roadwork/construction","light clouds","51","1","3",,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,
"2207","2019_University_District","UNI6","2019 Jan 10 04:12:00 PM","2019 Jan 10 04:22:00 PM","Weekday","Evening","SDOT",,"light clouds","52","2","24","11",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2223","2019_University_District","UNI7","2019 Jan 10 04:12:00 PM","2019 Jan 10 04:22:00 PM","Weekday","Evening","SDOT",,"light clouds","52","2","70","47",,"23",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2222","2019_University_District","UNI7","2019 Jan 10 04:02:00 PM","2019 Jan 10 04:12:00 PM","Weekday","Evening","SDOT",,"light clouds","52","1","66",,,,,,,,"45","7","1","1",,,,,,,,,,,,,,,,,,,
"2206","2019_University_District","UNI6","2019 Jan 10 04:02:00 PM","2019 Jan 10 04:12:00 PM","Weekday","Evening","SDOT",,"light clouds","52","1","41",,,,,,,,"21","7","2",,,,,,,,,,,,,,,,,,,,
"2189","2019_University_District","UNI5","2019 Jan 10 12:44:00 PM","2019 Jan 10 12:54:00 PM","Weekday","Midday","SDOT","roadwork/construction","light rain","53","2","10","8",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2173","2019_University_District","UNI3","2019 Jan 10 12:44:00 PM","2019 Jan 10 12:54:00 PM","Weekday","Midday","SDOT","roadwork/construction","light rain","53","2","26","18",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2172","2019_University_District","UNI3","2019 Jan 10 12:34:00 PM","2019 Jan 10 12:44:00 PM","Weekday","Midday","SDOT","roadwork/construction","light rain","53","1","42",,,,,,,,"29","5","1",,,,,,,,,,,,,,,,,,,,
"2188","2019_University_District","UNI5","2019 Jan 10 12:34:00 PM","2019 Jan 10 12:44:00 PM","Weekday","Midday","SDOT","roadwork/construction","light rain","53","1","8",,,,,,,,"6","1",,,,,,,,,,,,,,,,,,,,,
"2205","2019_University_District","UNI6","2019 Jan 10 11:32:00 AM","2019 Jan 10 11:42:00 AM","Weekday","Midday","SDOT",,"heavy clouds","52","2","49","23",,"26",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2221","2019_University_District","UNI7","2019 Jan 10 11:32:00 AM","2019 Jan 10 11:42:00 AM","Weekday","Midday","SDOT",,"heavy clouds","52","2","32","12",,"20",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2204","2019_University_District","UNI6","2019 Jan 10 11:22:00 AM","2019 Jan 10 11:32:00 AM","Weekday","Midday","SDOT",,"heavy clouds","52","1","31",,,,,,,,"27","2",,,,,,,,,,,,,,,,,,,,,
"2220","2019_University_District","UNI7","2019 Jan 10 11:22:00 AM","2019 Jan 10 11:32:00 AM","Weekday","Midday","SDOT",,"heavy clouds","52","1","37",,,,,,,,"21","5","2",,,,,,,,,,,,,,,,,,,,
"2219","2019_University_District","UNI7","2019 Jan 10 09:32:00 AM","2019 Jan 10 09:42:00 AM","Weekday","Morning","SDOT",,"light rain","47","2","25","16",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2203","2019_University_District","UNI6","2019 Jan 10 09:32:00 AM","2019 Jan 10 09:42:00 AM","Weekday","Morning","SDOT",,"light rain","47","2","22","7",,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2218","2019_University_District","UNI7","2019 Jan 10 09:22:00 AM","2019 Jan 10 09:32:00 AM","Weekday","Morning","SDOT",,"light rain","47","1","32",,,,,,,,"26","3",,,,,,,,,,,,,,,,,,,,,
"2202","2019_University_District","UNI6","2019 Jan 10 09:22:00 AM","2019 Jan 10 09:32:00 AM","Weekday","Morning","SDOT",,"light rain","47","1","18",,,,,,,,"16","1",,,,,,,,,,,,,,,,,,,,,
"2171","2019_University_District","UNI3","2019 Jan 10 08:28:00 AM","2019 Jan 10 08:38:00 AM","Weekday","Morning","SDOT","roadwork/construction","heavy clouds","47","2","12","8",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2187","2019_University_District","UNI5","2019 Jan 10 08:28:00 AM","2019 Jan 10 08:38:00 AM","Weekday","Morning","SDOT","roadwork/construction","heavy clouds","47","2","11","6",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2186","2019_University_District","UNI5","2019 Jan 10 08:18:00 AM","2019 Jan 10 08:28:00 AM","Weekday","Morning","SDOT","roadwork/construction","heavy clouds","47","1","3",,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,
"2170","2019_University_District","UNI3","2019 Jan 10 08:18:00 AM","2019 Jan 10 08:28:00 AM","Weekday","Morning","SDOT","roadwork/construction","heavy clouds","47","1","26",,,,,,,,"24","1",,,,,,,,,,,,,,,,,,,,,
"2169","2019_University_District","UNI3","2019 Jan 08 05:13:00 PM","2019 Jan 08 05:23:00 PM","Weekday","Evening","SDOT","roadwork/construction","light rain","44","2","27","13",,"13",,"1",,,,,,,,,,,,,,,,,,,,,,,,,
"2185","2019_University_District","UNI5","2019 Jan 08 05:13:00 PM","2019 Jan 08 05:23:00 PM","Weekday","Evening","SDOT","roadwork/construction","light rain","44","2","8","5",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2184","2019_University_District","UNI5","2019 Jan 08 04:43:00 PM","2019 Jan 08 04:53:00 PM","Weekday","Evening","SDOT","roadwork/construction","light rain","44","1","5",,,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,
"2168","2019_University_District","UNI3","2019 Jan 08 04:43:00 PM","2019 Jan 08 04:53:00 PM","Weekday","Evening","SDOT","roadwork/construction","light rain","44","1","21",,,,,,,,"21",,,,,,,,,,,,,,,,,,,,,,
"2201","2019_University_District","UNI6","2019 Jan 08 04:09:00 PM","2019 Jan 08 04:19:00 PM","Weekday","Evening","SDOT",,"light rain","44","2","33","12",,"21",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2217","2019_University_District","UNI7","2019 Jan 08 04:09:00 PM","2019 Jan 08 04:19:00 PM","Weekday","Evening","SDOT",,"light rain","44","2","33","17",,"16",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2216","2019_University_District","UNI7","2019 Jan 08 03:59:00 PM","2019 Jan 08 04:09:00 PM","Weekday","Evening","SDOT",,"light rain","44","1","32",,,,,,,,"30","1",,,,,,,,,,,,,,,,,,,,,
"2200","2019_University_District","UNI6","2019 Jan 08 03:59:00 PM","2019 Jan 08 04:09:00 PM","Weekday","Evening","SDOT",,"light rain","44","1","33",,,,,,,,"24","3","1",,,,,,,,,,,,,,,,,,,,
"2215","2019_University_District","UNI7","2019 Jan 08 12:33:00 PM","2019 Jan 08 12:43:00 PM","Weekday","Midday","SDOT",,"heavy rain","44","2","50","29",,"21",,,,"1",,,,,,,,,,,,,,,,,,,,,,,
"2199","2019_University_District","UNI6","2019 Jan 08 12:33:00 PM","2019 Jan 08 12:43:00 PM","Weekday","Midday","SDOT",,"heavy rain","44","2","39","19",,"20",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2214","2019_University_District","UNI7","2019 Jan 08 12:23:00 PM","2019 Jan 08 12:33:00 PM","Weekday","Midday","SDOT",,"heavy rain","44","1","105",,,,,,,,"77","8","4",,,,,,,,,,,,,,,,,,,,
"2198","2019_University_District","UNI6","2019 Jan 08 12:23:00 PM","2019 Jan 08 12:33:00 PM","Weekday","Midday","SDOT",,"heavy rain","44","1","83",,,,,,,,"54","7","2","1","1",,,,,,,,,,,,,,,,,,
"2183","2019_University_District","UNI5","2019 Jan 08 11:50:00 AM","2019 Jan 08 12:00:00 PM","Weekday","Midday","SDOT","roadwork/construction","light rain","47","2","6","2",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2167","2019_University_District","UNI3","2019 Jan 08 11:50:00 AM","2019 Jan 08 12:00:00 PM","Weekday","Midday","SDOT","roadwork/construction","light rain","47","2","24","9",,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2166","2019_University_District","UNI3","2019 Jan 08 11:39:00 AM","2019 Jan 08 11:49:00 AM","Weekday","Midday","SDOT","roadwork/construction","light rain","47","1","23",,,,,,,,"15","4",,,,,,,,,,,,,,,,,,,,,
"2182","2019_University_District","UNI5","2019 Jan 08 11:39:00 AM","2019 Jan 08 11:49:00 AM","Weekday","Midday","SDOT","roadwork/construction","light rain","47","1","8",,,,,,,,"6","1",,,,,,,,,,,,,,,,,,,,,
"2213","2019_University_District","UNI7","2019 Jan 08 09:18:00 AM","2019 Jan 08 09:28:00 AM","Weekday","Morning","SDOT",,"light rain","42","2","35","13",,"21",,"1",,"1",,,,,,,,,,,,,,,,,,,,,,,
"2197","2019_University_District","UNI6","2019 Jan 08 09:18:00 AM","2019 Jan 08 09:28:00 AM","Weekday","Morning","SDOT",,"light rain","42","2","27","13",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2196","2019_University_District","UNI6","2019 Jan 08 09:08:00 AM","2019 Jan 08 09:18:00 AM","Weekday","Morning","SDOT",,"light rain","42","1","16",,,,,,,,"12","2",,,,,,,,,,,,,,,,,,,,,
"2212","2019_University_District","UNI7","2019 Jan 08 09:08:00 AM","2019 Jan 08 09:18:00 AM","Weekday","Morning","SDOT",,"light rain","42","1","35",,,,,,,,"26","3","1",,,,,,,,,,,,,,,,,,,,
"2181","2019_University_District","UNI5","2019 Jan 08 08:33:00 AM","2019 Jan 08 08:43:00 AM","Weekday","Morning","SDOT","roadwork/construction","light rain","42","2","3","2",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2165","2019_University_District","UNI3","2019 Jan 08 08:33:00 AM","2019 Jan 08 08:43:00 AM","Weekday","Morning","SDOT","roadwork/construction","light rain","42","2","16","9",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2180","2019_University_District","UNI5","2019 Jan 08 08:23:00 AM","2019 Jan 08 08:33:00 AM","Weekday","Morning","SDOT","roadwork/construction","light rain","42","1","2",,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,
"2164","2019_University_District","UNI3","2019 Jan 08 08:23:00 AM","2019 Jan 08 08:33:00 AM","Weekday","Morning","SDOT","roadwork/construction","light rain","42","1","19",,,,,,,,"17","1",,,,,,,,,,,,,,,,,,,,,
"2163","2019_University_District","UNI3","2019 Jan 05 05:10:00 PM","2019 Jan 05 05:20:00 PM","Weekend","Evening","SDOT","roadwork/construction","light rain","47","2","8","7",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2179","2019_University_District","UNI5","2019 Jan 05 05:10:00 PM","2019 Jan 05 05:20:00 PM","Weekend","Evening","SDOT","roadwork/construction","light rain","47","2","3","1",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2178","2019_University_District","UNI5","2019 Jan 05 04:59:00 PM","2019 Jan 05 05:09:00 PM","Weekend","Evening","SDOT","roadwork/construction","light rain","47","1","5",,,,,,,,"3","1",,,,,,,,,,,,,,,,,,,,,
"2162","2019_University_District","UNI3","2019 Jan 05 04:59:00 PM","2019 Jan 05 05:09:00 PM","Weekend","Evening","SDOT","roadwork/construction","light rain","47","1","7",,,,,,,,"3","2",,,,,,,,,,,,,,,,,,,,,
"2211","2019_University_District","UNI7","2019 Jan 05 04:07:00 PM","2019 Jan 05 04:17:00 PM","Weekend","Evening","SDOT",,"light rain","48","2","12","8",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2195","2019_University_District","UNI6","2019 Jan 05 04:07:00 PM","2019 Jan 05 04:17:00 PM","Weekend","Evening","SDOT",,"light rain","48","2","16","7",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2194","2019_University_District","UNI6","2019 Jan 05 03:57:00 PM","2019 Jan 05 04:07:00 PM","Weekend","Evening","SDOT",,"light rain","48","1","15",,,,,,,,"11","2",,,,,,,,,,,,,,,,,,,,,
"2210","2019_University_District","UNI7","2019 Jan 05 03:57:00 PM","2019 Jan 05 04:07:00 PM","Weekend","Evening","SDOT",,"light rain","48","1","10",,,,,,,,"7",,"1",,,,,,,,,,,,,,,,,,,,
"2193","2019_University_District","UNI6","2019 Jan 05 01:04:00 PM","2019 Jan 05 01:14:00 PM","Weekend","Midday","SDOT",,"heavy clouds","50","2","29","14",,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2209","2019_University_District","UNI7","2019 Jan 05 01:04:00 PM","2019 Jan 05 01:14:00 PM","Weekend","Midday","SDOT",,"heavy clouds","50","2","20","10",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2208","2019_University_District","UNI7","2019 Jan 05 12:54:00 PM","2019 Jan 05 01:04:00 PM","Weekend","Midday","SDOT",,"heavy clouds","50","1","19",,,,,,,,"9","2","2",,,,,,,,,,,,,,,,,,,,
"2192","2019_University_District","UNI6","2019 Jan 05 12:54:00 PM","2019 Jan 05 01:04:00 PM","Weekend","Midday","SDOT",,"heavy clouds","50","1","13",,,,,,,,"7","3",,,,,,,,,,,,,,,,,,,,,
"2177","2019_University_District","UNI5","2019 Jan 05 12:23:00 PM","2019 Jan 05 12:33:00 PM","Weekend","Midday","SDOT","roadwork/construction","heavy clouds","50","2","4",,,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2161","2019_University_District","UNI3","2019 Jan 05 12:23:00 PM","2019 Jan 05 12:33:00 PM","Weekend","Midday","SDOT","roadwork/construction","heavy clouds","50","2","4","3",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2176","2019_University_District","UNI5","2019 Jan 05 12:12:00 PM","2019 Jan 05 12:22:00 PM","Weekend","Midday","SDOT","roadwork/construction","heavy clouds","50","1","7",,,,,,,,"2","1","1",,,,,,,,,,,,,,,,,,,,
"2160","2019_University_District","UNI3","2019 Jan 05 12:12:00 PM","2019 Jan 05 12:22:00 PM","Weekend","Midday","SDOT","roadwork/construction","heavy clouds","50","1","9",,,,,,,,"6",,"1",,,,,,,,,,,,,,,,,,,,
"176","2018_Seattle_Citywide","WHP2","2018 Sep 22 04:55:00 PM","2018 Sep 22 05:05:00 PM","Weekend","Evening","UD4H",,"Light Rain","66","2","1","1",,"0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"175","2018_Seattle_Citywide","WHP2","2018 Sep 22 04:45:00 PM","2018 Sep 22 04:55:00 PM","Weekend","Evening","UD4H",,"Light Rain","66","1","1",,,,,,,,"1","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"432","2018_Seattle_Citywide","WHP1","2018 Sep 22 04:10:00 PM","2018 Sep 22 04:20:00 PM","Weekend","Evening","UD4H",,"Light Clouds","66","2","5","4",,"1",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"431","2018_Seattle_Citywide","WHP1","2018 Sep 22 04:00:00 PM","2018 Sep 22 04:10:00 PM","Weekend","Evening","UD4H",,"Light Clouds","66","1","2",,,,,,,,"2","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"174","2018_Seattle_Citywide","WHP2","2018 Sep 22 12:55:00 PM","2018 Sep 22 01:05:00 PM","Weekend","Midday","UD4H",,"Light Clouds","65","2","5","1",,"4",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"173","2018_Seattle_Citywide","WHP2","2018 Sep 22 12:45:00 PM","2018 Sep 22 12:55:00 PM","Weekend","Midday","UD4H",,"Light Clouds","65","1","3",,,,,,,,"3","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"430","2018_Seattle_Citywide","WHP1","2018 Sep 22 12:10:00 PM","2018 Sep 22 12:20:00 PM","Weekend","Midday","UD4H",,"Light Clouds","65","2","1","1",,"0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"429","2018_Seattle_Citywide","WHP1","2018 Sep 22 12:00:00 PM","2018 Sep 22 12:10:00 PM","Weekend","Midday","UD4H",,"Light Clouds","65","1","3",,,,,,,,"3","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"172","2018_Seattle_Citywide","WHP2","2018 Sep 20 04:52:00 PM","2018 Sep 20 05:02:00 PM","Weekday","Evening","UD4H",,"Heavy Clouds","60","2","1","1",,"0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"171","2018_Seattle_Citywide","WHP2","2018 Sep 20 04:42:00 PM","2018 Sep 20 04:52:00 PM","Weekday","Evening","UD4H",,"Heavy Clouds","60","1","4",,,,,,,,"2","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"428","2018_Seattle_Citywide","WHP1","2018 Sep 20 04:30:00 PM","2018 Sep 20 04:40:00 PM","Weekday","Evening","UD4H",,"Light Clouds","64","2","3","2",,"1",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"427","2018_Seattle_Citywide","WHP1","2018 Sep 20 04:20:00 PM","2018 Sep 20 04:30:00 PM","Weekday","Evening","UD4H",,"Light Clouds","64","1","1",,,,,,,,"1","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"170","2018_Seattle_Citywide","WHP2","2018 Sep 20 12:52:00 PM","2018 Sep 20 01:02:00 PM","Weekday","Midday","UD4H",,"Light Clouds","64","2","4","1",,"3",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"169","2018_Seattle_Citywide","WHP2","2018 Sep 20 12:42:00 PM","2018 Sep 20 12:52:00 PM","Weekday","Midday","UD4H",,"Light Clouds","64","1","1",,,,,,,,"1","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"426","2018_Seattle_Citywide","WHP1","2018 Sep 20 12:10:00 PM","2018 Sep 20 12:20:00 PM","Weekday","Midday","UD4H",,"Heavy Clouds","60","2","2","2",,"0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"425","2018_Seattle_Citywide","WHP1","2018 Sep 20 12:00:00 PM","2018 Sep 20 12:10:00 PM","Weekday","Midday","UD4H",,"Heavy Clouds","60","1","2",,,,,,,,"2","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"168","2018_Seattle_Citywide","WHP2","2018 Sep 20 09:12:00 AM","2018 Sep 20 09:22:00 AM","Weekday","Morning","UD4H",,"Heavy Clouds","56","2","3","2",,"1",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"167","2018_Seattle_Citywide","WHP2","2018 Sep 20 09:02:00 AM","2018 Sep 20 09:12:00 AM","Weekday","Morning","UD4H",,"Heavy Clouds","56","1","2",,,,,,,,"2","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"424","2018_Seattle_Citywide","WHP1","2018 Sep 20 08:40:00 AM","2018 Sep 20 08:50:00 AM","Weekday","Morning","UD4H",,"Heavy Clouds","56","2","4","4",,"0",,"0",,"1",,,,,,,,,,,,,,,,,,,,,,,
"423","2018_Seattle_Citywide","WHP1","2018 Sep 20 08:20:00 AM","2018 Sep 20 08:30:00 AM","Weekday","Morning","UD4H",,"Heavy Clouds","56","1","6",,,,,,,,"4","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"166","2018_Seattle_Citywide","WHP2","2018 Sep 19 04:52:00 PM","2018 Sep 19 05:02:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","68","2","3","2",,"1",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"165","2018_Seattle_Citywide","WHP2","2018 Sep 19 04:42:00 PM","2018 Sep 19 04:52:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","68","1","2",,,,,,,,"2","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"422","2018_Seattle_Citywide","WHP1","2018 Sep 19 04:10:00 PM","2018 Sep 19 04:20:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","68","2","0","0",,"0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"421","2018_Seattle_Citywide","WHP1","2018 Sep 19 04:00:00 PM","2018 Sep 19 04:10:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","68","1","1",,,,,,,,"1","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"164","2018_Seattle_Citywide","WHP2","2018 Sep 19 12:53:00 PM","2018 Sep 19 01:03:00 PM","Weekday","Midday","UD4H",,"Sun-Shaded","65","2","3","0",,"3",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"163","2018_Seattle_Citywide","WHP2","2018 Sep 19 12:43:00 PM","2018 Sep 19 12:53:00 PM","Weekday","Midday","UD4H",,"Sun-Shaded","65","1","0",,,,,,,,"0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"420","2018_Seattle_Citywide","WHP1","2018 Sep 19 12:10:00 PM","2018 Sep 19 12:20:00 PM","Weekday","Midday","UD4H",,"Sun-Shaded","62","2","1","0",,"1",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"419","2018_Seattle_Citywide","WHP1","2018 Sep 19 12:00:00 PM","2018 Sep 19 12:10:00 PM","Weekday","Midday","UD4H",,"Sun-Shaded","62","1","3",,,,,,,,"1","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"162","2018_Seattle_Citywide","WHP2","2018 Sep 19 09:18:00 AM","2018 Sep 19 09:28:00 AM","Weekday","Morning","UD4H",,"Sun-Shaded","54","2","1","1",,"0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"161","2018_Seattle_Citywide","WHP2","2018 Sep 19 09:08:00 AM","2018 Sep 19 09:18:00 AM","Weekday","Morning","UD4H",,"Sun-Shaded","54","1","5",,,,,,,,"2","0","1","0","0","0","0","0","0","0",,,,,,,,,,,,,
"418","2018_Seattle_Citywide","WHP1","2018 Sep 19 08:35:00 AM","2018 Sep 19 08:45:00 AM","Weekday","Morning","UD4H",,"Sun-Shaded","54","2","18","9",,"8",,"1",,"0",,,,,,,,,,,,,,,,,,,,,,,
"417","2018_Seattle_Citywide","WHP1","2018 Sep 19 08:25:00 AM","2018 Sep 19 08:35:00 AM","Weekday","Morning","UD4H",,"Sun-Shaded","54","1","18",,,,,,,,"12","3","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1488","2018_Seattle_Citywide","LAK2","2018 Sep 15 05:24:00 PM","2018 Sep 15 05:34:00 PM","Weekend","Evening","UD4H",,"Heavy Rain","61","2","11","11",,"0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1408","2018_Seattle_Citywide","FRE2","2018 Sep 15 05:21:00 PM","2018 Sep 15 05:31:00 PM","Weekend","Evening","UD4H",,"Heavy Rain","63","2","14","10",,"4",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1487","2018_Seattle_Citywide","LAK2","2018 Sep 15 05:13:00 PM","2018 Sep 15 05:23:00 PM","Weekend","Evening","UD4H",,"Heavy Rain","61","1","3",,,,,,,,"1","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"784","2018_Seattle_Citywide","RSV2","2018 Sep 15 05:11:00 PM","2018 Sep 15 05:21:00 PM","Weekend","Evening","UD4H",,"Light Clouds","64","2","5","2",,"3",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1407","2018_Seattle_Citywide","FRE2","2018 Sep 15 05:10:00 PM","2018 Sep 15 05:20:00 PM","Weekend","Evening","UD4H",,"Heavy Rain","63","1","7",,,,,,,,"7","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"416","2018_Seattle_Citywide","WED2","2018 Sep 15 05:10:00 PM","2018 Sep 15 05:20:00 PM","Weekend","Evening","UD4H",,"Light Rain","63","2","2","1",,"1",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
