"unique_moving_id","study_id","location_id","moving_time_start","moving_time_end","moving_day_of_week","moving_time_of_day","moving_count_surveyor","moving_conditions","moving_microclimate","moving_temperature","moving_row_id","moving_row_total","moving_male","moving_male_mobility_assist","moving_female","moving_female_mobility_assist","moving_other_unsure","moving_other_unsure_mobility_assist","moving_total_mobility_assist","moving_groupsize_1","moving_groupsize_2","moving_groupsize_3","moving_groupsize_4","moving_groupsize_5","moving_groupsize_6","moving_groupsize_7","moving_groupsize_8","moving_groupsize_9","moving_groupsize_10+","moving_0-4","moving_5-14","moving_15-24","moving_25-44","moving_45-64","moving_65+","moving_25_64","moving_pedestrian","moving_micromobility","moving_bicycling","moving_motorized","moving_supported","moving_notes"
"364","2018_Seattle_Citywide","CAP4","2018 Jul 27 05:05:00 PM","2018 Jul 27 05:15:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","80","2","23","15",,"8",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"812","2018_Seattle_Citywide","CAP2","2018 Jul 27 05:04:00 PM","2018 Jul 27 05:14:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","84","1","35",,,,,,,,"24","4","1","0","0","0","0","0","0","0",,,,,,,,,,,,,
"240","2018_Seattle_Citywide","BEA1","2018 Jul 27 05:01:00 PM","2018 Jul 27 05:11:00 PM","Weekday","Evening","UD4H","event:commercial_event","Sun-Shaded","84","2","6","4",,"2",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"363","2018_Seattle_Citywide","CAP4","2018 Jul 27 04:54:00 PM","2018 Jul 27 05:04:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","80","1","31",,,,,,,,"17","4","2","0","0","0","0","0","0","0",,,,,,,,,,,,,
"239","2018_Seattle_Citywide","BEA1","2018 Jul 27 04:50:00 PM","2018 Jul 27 05:00:00 PM","Weekday","Evening","UD4H","event:commercial_event","Sun-Shaded","84","1","2",,,,,,,,"2","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1600","2018_Seattle_Citywide","BEA2","2018 Jul 27 04:31:00 PM","2018 Jul 27 04:41:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","84","2","38","20",,"18",,"0",,"2",,,,,,,,,,,,,,,,,,,,,,,
"1599","2018_Seattle_Citywide","BEA2","2018 Jul 27 04:20:00 PM","2018 Jul 27 04:30:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","84","1","27",,,,,,,,"19","4","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"44","2018_Seattle_Citywide","CAP1","2018 Jul 27 04:15:00 PM","2018 Jul 27 04:25:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","82","2","129","74",,"55",,"0",,"3",,,,,,,,,,,,,,,,,,,,,,,
"1100","2018_Seattle_Citywide","FHT4","2018 Jul 27 04:15:00 PM","2018 Jul 27 04:25:00 PM","Weekday","Evening","UD4H",,"Sun-Exposed","83","2","7","4",,"3",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1308","2018_Seattle_Citywide","CAP3","2018 Jul 27 04:11:00 PM","2018 Jul 27 04:21:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","82","2","65","36",,"29",,"0",,"1",,,,,,,,,,,,,,,,,,,,,,,
"1005","2018_Seattle_Citywide","MTB1","2018 Jul 27 04:10:00 PM","2018 Jul 27 04:20:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","85","2","14","5",,"9",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"43","2018_Seattle_Citywide","CAP1","2018 Jul 27 04:04:00 PM","2018 Jul 27 04:14:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","82","1","121",,,,,,,,"87","14","2","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1004","2018_Seattle_Citywide","MTB1","2018 Jul 27 04:00:00 PM","2018 Jul 27 04:10:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","85","1","14",,,,,,,,"10","2","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1307","2018_Seattle_Citywide","CAP3","2018 Jul 27 04:00:00 PM","2018 Jul 27 04:10:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","82","1","57",,,,,,,,"42","5","0","0","1","0","0","0","0","0",,,,,,,,,,,,,
"1099","2018_Seattle_Citywide","FHT4","2018 Jul 27 04:00:00 PM","2018 Jul 27 04:10:00 PM","Weekday","Evening","UD4H",,"Sun-Exposed","83","1","9",,,,,,,,"5","2","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1242","2018_Seattle_Citywide","FHT3","2018 Jul 27 01:25:00 PM","2018 Jul 27 01:35:00 PM","Weekday","Midday","UD4H","event:roadwork_construction","Sun-Exposed","76","2","29","14",,"15",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"810","2018_Seattle_Citywide","CAP2","2018 Jul 27 01:21:00 PM","2018 Jul 27 01:31:00 PM","Weekday","Midday","UD4H",,"Sun-Exposed","77","2","46","30",,"16",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"523","2018_Seattle_Citywide","MTB2","2018 Jul 27 01:18:00 PM","2018 Jul 27 01:28:00 PM","Weekday","Midday","UD4H","event:commercial_event","Sun-Shaded","78","2","19","15",,"4",,"0",,"1",,,,,,,,,,,,,,,,,,,,,,,
"1241","2018_Seattle_Citywide","FHT3","2018 Jul 27 01:14:00 PM","2018 Jul 27 01:24:00 PM","Weekday","Midday","UD4H","event:roadwork_construction","Sun-Exposed","76","1","61",,,,,,,,"43","7","0","1","0","0","0","0","0","0",,,,,,,,,,,,,
"238","2018_Seattle_Citywide","BEA1","2018 Jul 27 01:14:00 PM","2018 Jul 27 01:24:00 PM","Weekday","Midday","UD4H","event:commercial_event","Sun-Shaded","72","2","9","4",,"5",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"362","2018_Seattle_Citywide","CAP4","2018 Jul 27 01:12:00 PM","2018 Jul 27 01:22:00 PM","Weekday","Midday","UD4H",,"Sun-Exposed","77","2","16","8",,"8",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"809","2018_Seattle_Citywide","CAP2","2018 Jul 27 01:10:00 PM","2018 Jul 27 01:20:00 PM","Weekday","Midday","UD4H",,"Sun-Exposed","77","1","53",,,,,,,,"26","9","3","0","0","0","0","0","0","0",,,,,,,,,,,,,
"522","2018_Seattle_Citywide","MTB2","2018 Jul 27 01:08:00 PM","2018 Jul 27 01:18:00 PM","Weekday","Midday","UD4H","event:commercial_event","Sun-Shaded","78","1","15",,,,,,,,"13","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"237","2018_Seattle_Citywide","BEA1","2018 Jul 27 01:02:00 PM","2018 Jul 27 01:12:00 PM","Weekday","Midday","UD4H","event:commercial_event","Sun-Shaded","72","1","12",,,,,,,,"10","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"361","2018_Seattle_Citywide","CAP4","2018 Jul 27 01:01:00 PM","2018 Jul 27 01:11:00 PM","Weekday","Midday","UD4H",,"Sun-Exposed","77","1","9",,,,,,,,"9","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1598","2018_Seattle_Citywide","BEA2","2018 Jul 27 12:40:00 PM","2018 Jul 27 12:50:00 PM","Weekday","Midday","UD4H",,"Sun-Shaded","74","2","13","7",,"6",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1597","2018_Seattle_Citywide","BEA2","2018 Jul 27 12:30:00 PM","2018 Jul 27 12:40:00 PM","Weekday","Midday","UD4H",,"Sun-Shaded","74","1","24",,,,,,,,"9","3","0","0","0","0","0","0","1","0",,,,,,,,,,,,,
"1306","2018_Seattle_Citywide","CAP3","2018 Jul 27 12:25:00 PM","2018 Jul 27 12:35:00 PM","Weekday","Midday","UD4H",,"Sun-Exposed","75","2","44","23",,"19",,"2",,"1",,,,,,,,,,,,,,,,,,,,,,,
"1098","2018_Seattle_Citywide","FHT4","2018 Jul 27 12:19:00 PM","2018 Jul 27 12:29:00 PM","Weekday","Midday","UD4H",,"Sun-Exposed","75","2","16","5",,"11",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1003","2018_Seattle_Citywide","MTB1","2018 Jul 27 12:16:00 PM","2018 Jul 27 12:26:00 PM","Weekday","Midday","UD4H",,"Sun-Shaded","75","2","14","5",,"9",,"0",,"1",,,,,,,,,,,,,,,,,,,,,,,
"1305","2018_Seattle_Citywide","CAP3","2018 Jul 27 12:15:00 PM","2018 Jul 27 12:25:00 PM","Weekday","Midday","UD4H",,"Sun-Exposed","75","1","31",,,,,,,,"22","3","1","0","0","0","0","0","0","0",,,,,,,,,,,,,
"42","2018_Seattle_Citywide","CAP1","2018 Jul 27 12:12:00 PM","2018 Jul 27 12:22:00 PM","Weekday","Midday","UD4H",,"Sun-Shaded","74","2","95","51",,"43",,"1",,"1",,,,,,,,,,,,,,,,,,,,,,,
"1097","2018_Seattle_Citywide","FHT4","2018 Jul 27 12:08:00 PM","2018 Jul 27 12:18:00 PM","Weekday","Midday","UD4H",,"Sun-Exposed","75","1","18",,,,,,,,"6","6","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1002","2018_Seattle_Citywide","MTB1","2018 Jul 27 12:06:00 PM","2018 Jul 27 12:16:00 PM","Weekday","Midday","UD4H",,"Sun-Shaded","75","1","12",,,,,,,,"8","2","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"41","2018_Seattle_Citywide","CAP1","2018 Jul 27 12:01:00 PM","2018 Jul 27 12:11:00 PM","Weekday","Midday","UD4H",,"Sun-Shaded","74","1","90",,,,,,,,"62","9","2","1","0","0","0","0","0","0",,,,,,,,,,,,,
"1240","2018_Seattle_Citywide","FHT3","2018 Jul 27 09:35:00 AM","2018 Jul 27 09:45:00 AM","Weekday","Morning","UD4H",,"Sun-Exposed","65","2","19","12",,"7",,"0",,"2",,,,,,,,,,,,,,,,,,,,,,,
"1239","2018_Seattle_Citywide","FHT3","2018 Jul 27 09:24:00 AM","2018 Jul 27 09:34:00 AM","Weekday","Morning","UD4H",,"Sun-Exposed","65","1","25",,,,,,,,"15","3","0","1","0","0","0","0","0","0",,,,,,,,,,,,,
"808","2018_Seattle_Citywide","CAP2","2018 Jul 27 09:23:00 AM","2018 Jul 27 09:33:00 AM","Weekday","Morning","UD4H",,"Sun-Exposed","67","2","36","21",,"14",,"1",,"0",,,,,,,,,,,,,,,,,,,,,,,
"807","2018_Seattle_Citywide","CAP2","2018 Jul 27 09:12:00 AM","2018 Jul 27 09:22:00 AM","Weekday","Morning","UD4H",,"Sun-Exposed","67","1","37",,,,,,,,"20","7","1","0","0","0","0","0","0","0",,,,,,,,,,,,,
"521","2018_Seattle_Citywide","MTB2","2018 Jul 27 09:10:00 AM","2018 Jul 27 09:20:00 AM","Weekday","Morning","UD4H",,"Sun-Exposed","64","2","11","8",,"3",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"360","2018_Seattle_Citywide","CAP4","2018 Jul 27 09:09:00 AM","2018 Jul 27 09:19:00 AM","Weekday","Morning","UD4H",,"Sun-Exposed","64","2","21","18",,"3",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"236","2018_Seattle_Citywide","BEA1","2018 Jul 27 09:05:00 AM","2018 Jul 27 09:15:00 AM","Weekday","Morning","UD4H",,"Sun-Shaded","62","2","2","1",,"1",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"520","2018_Seattle_Citywide","MTB2","2018 Jul 27 09:00:00 AM","2018 Jul 27 09:10:00 AM","Weekday","Morning","UD4H",,"Sun-Exposed","64","1","7",,,,,,,,"7","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"359","2018_Seattle_Citywide","CAP4","2018 Jul 27 08:58:00 AM","2018 Jul 27 09:08:00 AM","Weekday","Morning","UD4H",,"Sun-Exposed","64","1","16",,,,,,,,"14","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"235","2018_Seattle_Citywide","BEA1","2018 Jul 27 08:52:00 AM","2018 Jul 27 09:02:00 AM","Weekday","Morning","UD4H",,"Sun-Shaded","62","1","8",,,,,,,,"2","0","2","0","0","0","0",,,,,,,,,,,,,,,,
"1596","2018_Seattle_Citywide","BEA2","2018 Jul 27 08:28:00 AM","2018 Jul 27 08:38:00 AM","Weekday","Morning","UD4H",,"Sun-Shaded","62","2","21","12",,"9",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1304","2018_Seattle_Citywide","CAP3","2018 Jul 27 08:21:00 AM","2018 Jul 27 08:31:00 AM","Weekday","Morning","UD4H",,"Sun-Exposed","61","2","62","35",,"27",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1096","2018_Seattle_Citywide","FHT4","2018 Jul 27 08:20:00 AM","2018 Jul 27 08:30:00 AM","Weekday","Morning","UD4H",,"Sun-Exposed","65","2","5","3",,"2",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"40","2018_Seattle_Citywide","CAP1","2018 Jul 27 08:15:00 AM","2018 Jul 27 08:25:00 AM","Weekday","Morning","UD4H",,"Sun-Shaded","66","2","40","26",,"14",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1595","2018_Seattle_Citywide","BEA2","2018 Jul 27 08:14:00 AM","2018 Jul 27 08:24:00 AM","Weekday","Morning","UD4H",,"Sun-Shaded","62","1","29",,,,,,,,"27","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1303","2018_Seattle_Citywide","CAP3","2018 Jul 27 08:11:00 AM","2018 Jul 27 08:21:00 AM","Weekday","Morning","UD4H",,"Sun-Exposed","61","1","42",,,,,,,,"37","1","1","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1095","2018_Seattle_Citywide","FHT4","2018 Jul 27 08:10:00 AM","2018 Jul 27 08:20:00 AM","Weekday","Morning","UD4H",,"Sun-Exposed","65","1","6",,,,,,,,"6","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1001","2018_Seattle_Citywide","MTB1","2018 Jul 27 08:10:00 AM","2018 Jul 27 08:20:00 AM","Weekday","Morning","UD4H",,"Sun-Shaded","61","2","3","3",,"0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"39","2018_Seattle_Citywide","CAP1","2018 Jul 27 08:05:00 AM","2018 Jul 27 08:15:00 AM","Weekday","Morning","UD4H",,"Sun-Shaded","66","1","43",,,,,,,,"35","4","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1000","2018_Seattle_Citywide","MTB1","2018 Jul 27 08:00:00 AM","2018 Jul 27 08:10:00 AM","Weekday","Morning","UD4H",,"Sun-Shaded","61","1","2",,,,,,,,"2","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1238","2018_Seattle_Citywide","FHT3","2018 Jul 26 05:37:00 PM","2018 Jul 26 05:47:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","87","2","22","14",,"8",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"806","2018_Seattle_Citywide","CAP2","2018 Jul 26 05:31:00 PM","2018 Jul 26 05:41:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","86","2","47","28",,"18",,"1",,"0",,,,,,,,,,,,,,,,,,,,,,,
"999","2018_Seattle_Citywide","MTB1","2018 Jul 26 05:24:00 PM","2018 Jul 26 05:34:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","91","2","7","4",,"3",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"805","2018_Seattle_Citywide","CAP2","2018 Jul 26 05:21:00 PM","2018 Jul 26 05:31:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","86","1","53",,,,,,,,"31","9","0","1","0","0","0","0","0","0",,,,,,,,,,,,,
"1237","2018_Seattle_Citywide","FHT3","2018 Jul 26 05:17:00 PM","2018 Jul 26 05:27:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","87","1","41",,,,,,,,"27","5","0","1","0","0","0","0","0","0",,,,,,,,,,,,,
"998","2018_Seattle_Citywide","MTB1","2018 Jul 26 05:13:00 PM","2018 Jul 26 05:23:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","91","1","6",,,,,,,,"6","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"358","2018_Seattle_Citywide","CAP4","2018 Jul 26 05:05:00 PM","2018 Jul 26 05:15:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","89","2","24","12",,"12",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"357","2018_Seattle_Citywide","CAP4","2018 Jul 26 04:55:00 PM","2018 Jul 26 05:05:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","89","1","28",,,,,,,,"18","3","0","1","0","0","0","0","0","0",,,,,,,,,,,,,
"38","2018_Seattle_Citywide","CAP1","2018 Jul 26 04:19:00 PM","2018 Jul 26 04:29:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","86","2","122","81",,"41",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1094","2018_Seattle_Citywide","FHT4","2018 Jul 26 04:19:00 PM","2018 Jul 26 04:29:00 PM","Weekday","Evening","UD4H",,"Sun-Exposed","87","2","18","10",,"8",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1302","2018_Seattle_Citywide","CAP3","2018 Jul 26 04:11:00 PM","2018 Jul 26 04:21:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","89","2","76","40",,"36",,"0",,"1",,,,,,,,,,,,,,,,,,,,,,,
"519","2018_Seattle_Citywide","MTB2","2018 Jul 26 04:10:00 PM","2018 Jul 26 04:20:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","89","2","24","13",,"11",,"0",,"1",,,,,,,,,,,,,,,,,,,,,,,
"1093","2018_Seattle_Citywide","FHT4","2018 Jul 26 04:07:00 PM","2018 Jul 26 04:17:00 PM","Weekday","Evening","UD4H",,"Sun-Exposed","87","1","10",,,,,,,,"4","3","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"37","2018_Seattle_Citywide","CAP1","2018 Jul 26 04:07:00 PM","2018 Jul 26 04:17:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","86","1","108",,,,,,,,"65","17","1","0","0","1","0","0","0","0",,,,,,,,,,,,,
"518","2018_Seattle_Citywide","MTB2","2018 Jul 26 04:00:00 PM","2018 Jul 26 04:10:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","89","1","20",,,,,,,,"18","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1301","2018_Seattle_Citywide","CAP3","2018 Jul 26 04:00:00 PM","2018 Jul 26 04:10:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","89","1","35",,,,,,,,"27","4","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1236","2018_Seattle_Citywide","FHT3","2018 Jul 26 01:38:00 PM","2018 Jul 26 01:48:00 PM","Weekday","Midday","UD4H",,"Sun-Exposed","80","2","21","8",,"13",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"997","2018_Seattle_Citywide","MTB1","2018 Jul 26 01:30:00 PM","2018 Jul 26 01:40:00 PM","Weekday","Midday","UD4H",,"Sun-Shaded","83","2","8","4",,"4",,"0",,"1",,,,,,,,,,,,,,,,,,,,,,,
"1235","2018_Seattle_Citywide","FHT3","2018 Jul 26 01:28:00 PM","2018 Jul 26 01:38:00 PM","Weekday","Midday","UD4H",,"Sun-Exposed","80","1","30",,,,,,,,"20","5","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"804","2018_Seattle_Citywide","CAP2","2018 Jul 26 01:21:00 PM","2018 Jul 26 01:31:00 PM","Weekday","Midday","UD4H",,"Sun-Exposed","79","2","48","24",,"24",,"0",,"1",,,,,,,,,,,,,,,,,,,,,,,
"996","2018_Seattle_Citywide","MTB1","2018 Jul 26 01:20:00 PM","2018 Jul 26 01:30:00 PM","Weekday","Midday","UD4H",,"Sun-Shaded","83","1","4",,,,,,,,"4","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"803","2018_Seattle_Citywide","CAP2","2018 Jul 26 01:10:00 PM","2018 Jul 26 01:20:00 PM","Weekday","Midday","UD4H",,"Sun-Exposed","79","1","66",,,,,,,,"42","6","4","0","0","0","0","0","0","0",,,,,,,,,,,,,
"356","2018_Seattle_Citywide","CAP4","2018 Jul 26 01:02:00 PM","2018 Jul 26 01:12:00 PM","Weekday","Midday","UD4H",,"Sun-Exposed","77","2","8","4",,"4",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"355","2018_Seattle_Citywide","CAP4","2018 Jul 26 12:52:00 PM","2018 Jul 26 01:02:00 PM","Weekday","Midday","UD4H",,"Sun-Exposed","77","1","15",,,,,,,,"9","1","0","1","0","0","0","0","0","0",,,,,,,,,,,,,
"1092","2018_Seattle_Citywide","FHT4","2018 Jul 26 12:27:00 PM","2018 Jul 26 12:37:00 PM","Weekday","Midday","UD4H",,"Sun-Exposed","77","2","11","8",,"3",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1091","2018_Seattle_Citywide","FHT4","2018 Jul 26 12:17:00 PM","2018 Jul 26 12:27:00 PM","Weekday","Midday","UD4H",,"Sun-Exposed","77","1","26",,,,,,,,"12","4","2","0","0","0","0","0","0","0",,,,,,,,,,,,,
"36","2018_Seattle_Citywide","CAP1","2018 Jul 26 12:13:00 PM","2018 Jul 26 12:23:00 PM","Weekday","Midday","UD4H",,"Sun-Shaded","77","2","78","56",,"22",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1300","2018_Seattle_Citywide","CAP3","2018 Jul 26 12:12:00 PM","2018 Jul 26 12:22:00 PM","Weekday","Midday","UD4H",,"Sun-Shaded","77","2","30","14",,"16",,"0",,"1",,,,,,,,,,,,,,,,,,,,,,,
"517","2018_Seattle_Citywide","MTB2","2018 Jul 26 12:10:00 PM","2018 Jul 26 12:20:00 PM","Weekday","Midday","UD4H",,"Sun-Exposed","81","2","18","10",,"8",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"35","2018_Seattle_Citywide","CAP1","2018 Jul 26 12:03:00 PM","2018 Jul 26 12:13:00 PM","Weekday","Midday","UD4H",,"Sun-Shaded","77","1","79",,,,,,,,"63","8","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1299","2018_Seattle_Citywide","CAP3","2018 Jul 26 12:01:00 PM","2018 Jul 26 12:11:00 PM","Weekday","Midday","UD4H",,"Sun-Shaded","77","1","28",,,,,,,,"20","4","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"516","2018_Seattle_Citywide","MTB2","2018 Jul 26 12:00:00 PM","2018 Jul 26 12:10:00 PM","Weekday","Midday","UD4H",,"Sun-Exposed","81","1","20",,,,,,,,"6","2","1","0","0","0","1","0","0","0",,,,,,,,,,,,,
"995","2018_Seattle_Citywide","MTB1","2018 Jul 26 09:42:00 AM","2018 Jul 26 09:52:00 AM","Weekday","Morning","UD4H",,"Sun-Shaded","72","2","8","7",,"1",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"354","2018_Seattle_Citywide","CAP4","2018 Jul 26 09:32:00 AM","2018 Jul 26 09:42:00 AM","Weekday","Morning","UD4H",,"Sun-Shaded","67","2","13","8",,"5",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"994","2018_Seattle_Citywide","MTB1","2018 Jul 26 09:31:00 AM","2018 Jul 26 09:41:00 AM","Weekday","Morning","UD4H",,"Sun-Shaded","72","1","12",,,,,,,,"8","2","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"802","2018_Seattle_Citywide","CAP2","2018 Jul 26 09:29:00 AM","2018 Jul 26 09:39:00 AM","Weekday","Morning","UD4H",,"Sun-Exposed","72","2","31","15",,"15",,"1",,"0",,,,,,,,,,,,,,,,,,,,,,,
"353","2018_Seattle_Citywide","CAP4","2018 Jul 26 09:21:00 AM","2018 Jul 26 09:31:00 AM","Weekday","Morning","UD4H",,"Sun-Shaded","67","1","13",,,,,,,,"11","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"801","2018_Seattle_Citywide","CAP2","2018 Jul 26 09:18:00 AM","2018 Jul 26 09:28:00 AM","Weekday","Morning","UD4H",,"Sun-Exposed","72","1","26",,,,,,,,"14","6","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1234","2018_Seattle_Citywide","FHT3","2018 Jul 26 09:15:00 AM","2018 Jul 26 09:25:00 AM","Weekday","Morning","UD4H",,"Sun-Shaded","70","2","30","18",,"12",,"0",,"1",,,,,,,,,,,,,,,,,,,,,,,
"1233","2018_Seattle_Citywide","FHT3","2018 Jul 26 09:00:00 AM","2018 Jul 26 09:10:00 AM","Weekday","Morning","UD4H",,"Sun-Shaded","70","1","24",,,,,,,,"18","1","0","1","0","0","0","0","0","0",,,,,,,,,,,,,
"1090","2018_Seattle_Citywide","FHT4","2018 Jul 26 08:51:00 AM","2018 Jul 26 09:01:00 AM","Weekday","Morning","UD4H",,"Sun-Exposed","69","2","17","10",,"7",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1298","2018_Seattle_Citywide","CAP3","2018 Jul 26 08:42:00 AM","2018 Jul 26 08:52:00 AM","Weekday","Morning","UD4H",,"Sun-Exposed","67","2","54","29",,"24",,"1",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1089","2018_Seattle_Citywide","FHT4","2018 Jul 26 08:40:00 AM","2018 Jul 26 08:50:00 AM","Weekday","Morning","UD4H",,"Sun-Exposed","69","1","10",,,,,,,,"10","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1297","2018_Seattle_Citywide","CAP3","2018 Jul 26 08:32:00 AM","2018 Jul 26 08:42:00 AM","Weekday","Morning","UD4H",,"Sun-Exposed","67","1","62",,,,,,,,"60","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"34","2018_Seattle_Citywide","CAP1","2018 Jul 26 08:19:00 AM","2018 Jul 26 08:29:00 AM","Weekday","Morning","UD4H",,"Sun-Shaded","70","2","39","27",,"11",,"1",,"0",,,,,,,,,,,,,,,,,,,,,,,
"515","2018_Seattle_Citywide","MTB2","2018 Jul 26 08:10:00 AM","2018 Jul 26 08:20:00 AM","Weekday","Morning","UD4H",,"Sun-Shaded","68","2","26","13",,"13",,"0",,"1",,,,,,,,,,,,,,,,,,,,,,,
"33","2018_Seattle_Citywide","CAP1","2018 Jul 26 08:08:00 AM","2018 Jul 26 08:18:00 AM","Weekday","Morning","UD4H",,"Sun-Shaded","70","1","48",,,,,,,,"46","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"514","2018_Seattle_Citywide","MTB2","2018 Jul 26 08:00:00 AM","2018 Jul 26 08:10:00 AM","Weekday","Morning","UD4H",,"Sun-Shaded","68","1","29",,,,,,,,"21","0","0","2","0","0","0","0","0","0",,,,,,,,,,,,,
"641","2018_Seattle_Citywide","BLT2","2018 Jul 25 05:12:00 PM","2018 Jul 25 05:22:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","86","2","53","30",,"23",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"640","2018_Seattle_Citywide","BLT2","2018 Jul 25 05:01:00 PM","2018 Jul 25 05:11:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","86","1","77",,,,,,,,"52","5","2","1","1","0","0","0","0","0",,,,,,,,,,,,,
"234","2018_Seattle_Citywide","BEA1","2018 Jul 25 04:59:00 PM","2018 Jul 25 05:09:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","72","2","10","9",,"1",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
